Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	Brasília, Distrito Federal	Active	2003	Thrash Metal	N/A	WormHoleDeath	2003-present	https://www.metal-archives.com/bands/Phrenesy/72011
Brazil	Rio de Janeiro	Split-up	1984	Black Metal	Religion, Horror, Social	Unsigned/independent	1984-1986	https://www.metal-archives.com/bands/Phuneral/3540542668
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2010	Progressive Death Metal	Encounters, Loss, Healing	Code666 Records	2010-present	https://www.metal-archives.com/bands/Piah_Mater/3540390914
Brazil	Viamão, Rio Grande do Sul	Active	1989	Death Metal/Grindcore	N/A	Unsigned/independent	1989-1996, 2014-present	https://www.metal-archives.com/bands/Piet%C3%A1/3540401275
Brazil	São Paulo, São Paulo	Active	2021	Heavy Metal/Shred	Instrumental	Unsigned/independent	2021-present	https://www.metal-archives.com/bands/Pietro_Bernal/3540504278
Brazil	São Paulo, São Paulo	Split-up	1992	Thrash Metal/Crossover	N/A	Rotthenness Records	1992-?	https://www.metal-archives.com/bands/Pigmachine/88064
Brazil	Sapucaia do Sul, Rio Grande do Sul	Active	1999	Black Metal	Satanism	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Pilatus/13043
Brazil	São Paulo, São Paulo	Active	2001	Death Metal	Death, Sex, Violence, War	Unsigned/independent	2001-present	https://www.metal-archives.com/bands/Pile_of_Corpses/17008
Brazil	Curitiba, Paraná	Unknown	2004	Black Metal	N/A	Unsigned/independent	2004-?	https://www.metal-archives.com/bands/Pillars_of_Empire/3540261640
Brazil	Natal, Rio Grande do Norte	Split-up	2000	Symphonic Gothic Metal	Sadness, Light, Emotions	Unsigned/independent	2000-2006	https://www.metal-archives.com/bands/Pillars_of_Eternity/23353
Brazil	Bahia	Active	2016	Heavy Metal	N/A	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/Pilot_Wolf/3540489923
Brazil	São Paulo, São Paulo	Unknown	2014	Folk/Power Metal	Pirates, Humour, Adventures	Unsigned/independent	2014-2019	https://www.metal-archives.com/bands/Piratas_do_Recife/3540479227
Brazil	Paracatu, Minas Gerais	On hold	2007	Death Metal	War, Death	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Place_of_Warship/3540524012
Brazil	Belo Horizonte, Minas Gerais	Split-up	1985	Thrash Metal	Alcohol, Politics, Satan	Unsigned/independent	1985-1987	https://www.metal-archives.com/bands/Placenta/12388
Brazil	Recife, Pernambuco	Active	2012	Death Metal	Spiritual and religious insanity	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Plague_Inside/3540380675
Brazil	São Paulo, São Paulo	Active	1996	Grindcore	Social criticism, War, Chaos, Anti-fascism	Grindfather Productions	1996-present	https://www.metal-archives.com/bands/Plague_Rages/129661
Brazil	Belém, Pará	Split-up	1998	Heavy Metal	Metal, Life, Death, Religion	Unsigned/independent	1998-2009	https://www.metal-archives.com/bands/Plankton/42215
Brazil	Rio Grande do Sul	Changed name	2016	Groove Metal	N/A	Unsigned/independent	2016-2021, 2021-present (as Obscure Perception)	https://www.metal-archives.com/bands/Plano_D/3540529151
Brazil	São Paulo, São Paulo	Split-up	1984	Melodic Heavy Metal/Hard Rock	Love, Feelings, Fantasy	Baratos Afins	1981-1984 (as Prisma), 1984-1987, 1988-? (as Cherokee)	https://www.metal-archives.com/bands/Platina/41599
Brazil	Porto Alegre, Rio Grande do Sul	Active	2008	Heavy/Thrash Metal	N/A	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Platinus/3540420095
Brazil	Manaus, Amazonas	Active	N/A	Thrash Metal	N/A	Underground Brasil Distro	N/A	https://www.metal-archives.com/bands/Platoon/3540430953
Brazil	Belo Horizonte, Minas Gerais	Unknown	2005	Heavy Metal	Life	Unsigned/independent	2005-?	https://www.metal-archives.com/bands/Pleiades/3540341019
Brazil	Salvador, Bahia	Split-up	2000	Heavy Metal	N/A	Metal Axe Records	2000-?	https://www.metal-archives.com/bands/Plexus/11393
Brazil	Pernambuco	Split-up	N/A	Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Pluck/51815
Brazil	N/A	Split-up	2012	Black Metal	N/A	Unsigned/independent	2012-2013	https://www.metal-archives.com/bands/Po%C3%A7o_de_Sangue/3540368913
Brazil	Mogi das Cruzes, São Paulo	Active	2020	Progressive Brutal Death Metal	Gore, Death	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Podrectomy/3540475494
Brazil	Natal, Rio Grande do Norte	Split-up	2012	Death Metal/Grindcore	Gore, Horror, Death, Violence	Unsigned/independent	2012-?	https://www.metal-archives.com/bands/Podredumbre/3540420604
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1991	Death Metal/Grindcore	Society	Unsigned/independent	1991-1997, 2012-present	https://www.metal-archives.com/bands/Podreiras/3540336968
Brazil	Brasília, Distrito Federal	Active	1991	Crossover	N/A	Unsigned/independent	1991-present	https://www.metal-archives.com/bands/Podrera/102335
Brazil	Itaquaquecetuba, São Paulo	Active	2016	Death Metal	Death, Gore, Evil, Anti-religion	Kill Again Records	2016-present	https://www.metal-archives.com/bands/Podrid%C3%A3o/3540435006
Brazil	Duque de Caxias, Rio de Janeiro	Active	1998	Death Metal	N/A	Mutilation Productions	1998-present	https://www.metal-archives.com/bands/Poem%27s_Death/13050
Brazil	Sumaré, São Paulo	Split-up	2004	Black Metal	Christianity, War against Evil	Sullen Records	2004-2013	https://www.metal-archives.com/bands/Poems_of_Shadows/33906
Brazil	Porto Feliz, São Paulo	Active	2005	Death/Thrash Metal	N/A	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Poetic_Grave/3540427893
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1997	Operatic Heavy Metal/Ambient	Thelema	Mutilation Productions	1997-present	https://www.metal-archives.com/bands/Poeticus_Severus/7940
Brazil	Florianópolis, Santa Catarina	Active	2003	Thrash/Death Metal/Crossover	N/A	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Pogo_Zero_Zero/3540552171
Brazil	Curitiba, Paraná	Split-up	2012	Thrash Metal	Alcohol, Evil, Sex	Deathcult Records	2012-2019	https://www.metal-archives.com/bands/Poison_Beer/3540366884
Brazil	Colatina, Espírito Santo	Split-up	2004	Thrash/Death Metal	Anti-religion, Politics	Unsigned/independent	2004-2011	https://www.metal-archives.com/bands/PoisonGod/48905
Brazil	N/A	Split-up	N/A	Melodic Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Poisonin%27_Mary/3540485410
Brazil	Salvador, Bahia	Active	2008	Death Metal	Anti-Christianity	WolfKult Religion	2008-present	https://www.metal-archives.com/bands/Poisonous/3540289770
Brazil	São Paulo, São Paulo	Active	2009	Speed Metal	N/A	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Polaris/3540348379
Brazil	Campinas, São Paulo	Active	2015	Black Metal	Satanism, Blasphemy, Paranormal phenomenon, Possession, Heresy	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Poltergeist/3540422237
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2017	Doom Metal	Magic, Rebellion, Sarcasm, Darkness	Red n' Black Terror	2017-present	https://www.metal-archives.com/bands/Pombajira/3540458164
Brazil	Ponta Grossa, Paraná	Active	2011	Experimental Black Metal	Occultism, Mythology, Darkness, Subliminal Rites	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Pontianak/3540450114
Brazil	Araraquara, São Paulo	Active	2021	Melodic Progressive Metal	N/A	Unsigned/independent	2021-present	https://www.metal-archives.com/bands/Pool_of_Mensis/3540517308
Brazil	Curitiba, Paraná	Split-up	2012	Thrash/Death Metal	Social criticism	Unsigned/independent	2012-2017	https://www.metal-archives.com/bands/Porrada/3540381473
Brazil	Vitória, Espírito Santo	Split-up	1991	Death/Black Metal/Grindcore	Death, Society, Politics	Tarkus Records	1991-?	https://www.metal-archives.com/bands/Porrada%21%21%21/18106
Brazil	São Paulo, São Paulo	Active	2012	Heavy Metal	N/A	Obskure Chaos Distro	2012-2019, 2024-present	https://www.metal-archives.com/bands/Portas_Negras/3540378793
Brazil	São Paulo, São Paulo	Active	1989	Melodic Heavy Metal	Life, Personal struggles	Unsigned/independent	1989 (as Arena), 1989-2002 (as Portrait), 2003-2017 (as Portrait), 2017-present	https://www.metal-archives.com/bands/Portrait_One/9772
Brazil	Governador Valadares, Minas Gerais	Split-up	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Portress/3540292068
Brazil	São Paulo, São Paulo	Active	1996	Heavy Metal	Fantasy, Mythologies	Unsigned/independent	1992-1996 (as Shitness), 1996-present	https://www.metal-archives.com/bands/Poseidon/9773
Brazil	Carapicuíba, São Paulo	Active	2013	Thrash Metal	Social issues, Violence, Politics, Discrimination, Criminality	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Possess%C3%A3o_Alco%C3%B3lica/3540447948
Brazil	Brasília, Distrito Federal	Active	2004	Thrash Metal/Crossover	Religious criticism, Anti-war	RAW Records	2004-2013, 2016, 2019, 2024-present	https://www.metal-archives.com/bands/Possu%C3%ADdo_pelo_C%C3%A3o/72147
Brazil	Salvador, Bahia	Split-up	N/A	Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Post_Mortem/3540477978
Brazil	Jaraguá do Sul, Santa Catarina	Split-up	1988	Thrash Metal	N/A	Unsigned/independent	1988-?	https://www.metal-archives.com/bands/Post_Mortem/3540552029
Brazil	Minas Gerais	Active	1992	Death Metal	Death, Underground scene (early); Christianity (later)	Unsigned/independent	1992-1996, 2003-present	https://www.metal-archives.com/bands/Post_Trevor/56324
Brazil	Criciúma, Santa Catarina	Active	1993	Black Metal	Sadism, War, Chaos, Hatred, Torture, Mythology	Unsigned/independent	1993-2005, 2017-present	https://www.metal-archives.com/bands/Posthumous/11219
Brazil	Belo Horizonte, Minas Gerais	Split-up	1987	Thrash/Death Metal	N/A	Unsigned/independent	1987-?	https://www.metal-archives.com/bands/Postmortem/3540322585
Brazil	Pelotas, Rio Grande do Sul	Active	2004	Death Metal	Death	Unsigned/independent	2004-2020 (as Postmortem), 2020-present	https://www.metal-archives.com/bands/Postmortem_Inc/102212
Brazil	Vitória, Espírito Santo	Active	2002	Thrash/Death Metal	Christianity	Unsigned/independent	2002-2007	https://www.metal-archives.com/bands/Postmorten/56326
Brazil	São João del-Rei, Minas Gerais	Split-up	2005	Brutal Death Metal/Goregrind	N/A	Fresh Meat Productions	2005-?	https://www.metal-archives.com/bands/Postpartum_Necrosy/3540371357
Brazil	São Paulo, São Paulo	Active	N/A	Melodic Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/P%C3%B3stuma/3540464543
Brazil	São Paulo, São Paulo	Active	2023	Crust Punk/Black Metal	Anti-Christianity, Anti-fascism	Unsigned/independent	2023-present	https://www.metal-archives.com/bands/P%C3%B6stvm%C3%B6/3540540109
Brazil	Santo André, São Paulo	Split-up	2001	Thrash Metal	War, Violence, Injustice	Unsigned/independent	2001-2009	https://www.metal-archives.com/bands/Postwar/78270
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2014	Groove Metal	N/A	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Pot_Zombies/3540427810
Brazil	Salvador, Bahia	Active	1999	Black/Death Metal	N/A	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Potestade/3540408105
Brazil	Campina Grande, Paraíba	Split-up	1993	Black Metal	N/A	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Potestades/3540456230
Brazil	Natal, Rio Grande do Norte	Active	2017	Heavy Metal	N/A	Frika Records	2017-present	https://www.metal-archives.com/bands/Poty_Brigade/3540455522
Brazil	Olímpia, São Paulo	Split-up	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Power_Band/120007
Brazil	Paracatu, Minas Gerais	Unknown	2011	Heavy Metal	Christianity	Unsigned/independent	2011-?	https://www.metal-archives.com/bands/Power_Cross/3540449253
Brazil	Guarulhos, São Paulo	Active	2001	Black/Thrash/Speed Metal (early); Black Metal (later)	Metal, Anti-Christianity, Hell, BDSM	Debemur Morti Productions	2001-present	https://www.metal-archives.com/bands/Power_from_Hell/87948
Brazil	Curitiba, Paraná	Active	2006	Power Metal	Christianity, Life	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Power_Praise/3540416083
Brazil	Manaus, Amazonas	Active	2020	Power Metal	Spiritual, Philosophical, Personal experience and Science fiction	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Power_Reset/3540485632
Brazil	Barueri, São Paulo	Unknown	2002	Heavy/Power Metal	N/A	Unsigned/independent	2002-?, 2012-?	https://www.metal-archives.com/bands/Power_Vision/122355
Brazil	São Paulo, São Paulo	Active	2014	Heavy Metal	N/A	Marquee Records	2014-present	https://www.metal-archives.com/bands/Powerfull/3540421848
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	1993	Power Metal	War, Mythology, History	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Powerlord/14989
Brazil	Tijucas, Santa Catarina	Split-up	1999	Power Metal	Metal	Unsigned/independent	1999-2005, 2008-2015	https://www.metal-archives.com/bands/PowerSteel/94835
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2011	Black/Speed Metal	Anti-Christianity, Anti-Nazi/Fascist, Satanism, Sex, Human knowledge	Murder Records	2011-present	https://www.metal-archives.com/bands/Praga/3540362313
Brazil	Belo Horizonte, Minas Gerais	Split-up	2009	Black/Thrash Metal	Mysticism, Witchery, Anti-religion, Metal ideology	Unsigned/independent	2008-2009 (as Caven Rites), 2009-2010	https://www.metal-archives.com/bands/Prag%C3%A3/3540285835
Brazil	Joinville, Santa Catarina	Split-up	2006	Thrash Metal/Crossover	Hate, Criticism, Humour	Unsigned/independent	2006-2011	https://www.metal-archives.com/bands/Praga/66787
Brazil	São Paulo	Active	2022	Death/Thrash Metal	N/A	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Praise_of_Death_Teon/3540558439
Brazil	Aracaju, Sergipe	Active	2018	Black Metal	Luciferian Gnosis, Occultism, Philosophy, Existentialism	Death Defier Productions	2018-present	https://www.metal-archives.com/bands/Pralaya/3540462906
Brazil	Curitiba, Paraná	Split-up	1994	Heavy/Thrash Metal	N/A	Unsigned/independent	1994-?	https://www.metal-archives.com/bands/Prankish/129300
Brazil	São Paulo, São Paulo	Active	2021	Progressive/Groove Metal	N/A	Unsigned/independent	2020-2021 (as Anin Naur), 2021-present	https://www.metal-archives.com/bands/Pravus/3540519680
Brazil	São Paulo, São Paulo	Active	2010	Deathcore/Death Metal	Blasphemy, Horror	Unsigned/independent	2010-2016, 2024-present	https://www.metal-archives.com/bands/Pray_for_Mercy/3540361077
Brazil	São Paulo, São Paulo	Active	2001	Melodic Heavy Metal	N/A	Unsigned/independent	2001-present	https://www.metal-archives.com/bands/Preacher/34533
Brazil	Recife, Pernambuco	Changed name	2002	Heavy/Thrash Metal	Politics, Religion, Hypocrisy, War	Unsigned/independent	2002-2006 (as Preacher), 2006-2008, 2012-2013, 2013-present (as Extrusion)	https://www.metal-archives.com/bands/Preatcher/80678
Brazil	Belo Horizonte, Minas Gerais	Active	2004	Death Metal	Anti-dogmatism, Anti-religion, Social issues	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Preceptor/107874
Brazil	Sobradinho, Bahia	Unknown	2002	Heavy Metal	Life, Emotions	Unsigned/independent	2002-?	https://www.metal-archives.com/bands/Preceptors/3540257572
Brazil	Salvador, Bahia	Active	2014	Raw Black Metal	Satanism, Occultism, Existentialism	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Preces_Demon%C3%ADacas/3540451465
Brazil	Rio Negrinho, Santa Catarina	Active	2020	Death Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Precip%C3%ADcio/3540480381
Brazil	Caxias do Sul, Rio Grande do Sul	Active	1996	Death Metal	Violence, Brutality	Unsigned/independent	1996-present	https://www.metal-archives.com/bands/Predator/22949
Brazil	Londrina, Paraná	Active	1986	Thrash/Death Metal (early/later); Death Metal (mid)	N/A	Unsigned/independent	1986-1992, 1997-1998, 2023-present	https://www.metal-archives.com/bands/Predator/3540524018
Brazil	São Paulo, São Paulo	Active	1999	Thrash Metal	Personal issues	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Predatory/24052
Brazil	Extremoz, Rio Grande do Norte	Split-up	2004	Melodic Progressive Metal	Apocalyptic messages, Moments of inner war, Epic language	Unsigned/independent	2004-2005	https://www.metal-archives.com/bands/Preface/3540408926
Brazil	Paulo Afonso, Bahia	Active	2007	Thrash Metal	N/A	Unsigned/independent	2007-2013, 2021-present	https://www.metal-archives.com/bands/Prefatory/3540546841
Brazil	Santos, São Paulo	Unknown	2002	Thrash Metal/Crossover	N/A	Violent Records	2002-?	https://www.metal-archives.com/bands/Preguh/3540258810
Brazil	Mogi das Cruzes, São Paulo	Active	1995	Heavy Metal	Metal, Motorcycles	Unsigned/independent	1995-present	https://www.metal-archives.com/bands/Prellude/9787
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2006	Melodic Power/Progressive Metal	N/A	Unsigned/independent	2003-2004 (as Sygnus), 2006-2013	https://www.metal-archives.com/bands/Prelludium/3540362088
Brazil	Recife, Pernambuco	Active	2007	Progressive/Power Metal	Christianity, Literature	Lex Metalis Records	2007-2011, 2017-present	https://www.metal-archives.com/bands/Prel%C3%BAdio_X/3540449310
Brazil	Araguaína, Tocantins	Split-up	2008	Death Metal with Heavy and Thrash elements	Christianity	Unsigned/independent	2007-2008 (as Cordeiro Sacrificado), 2008-2016	https://www.metal-archives.com/bands/Prenuncia/3540342442
Brazil	Boituva/Sorocaba, São Paulo	Active	1998	Speed/Thrash Metal	Hell, Murder, Violence, Death, Social issues	Unsigned/independent	1998-2011, 2014-present	https://www.metal-archives.com/bands/Prepared_to_Kill/42244
Brazil	São Paulo, São Paulo	Active	2019	Stoner/Doom Metal	N/A	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Presidente_Judas/3540515632
Brazil	São Paulo, São Paulo	Active	1999	Thrash Metal/Grindcore/Crossover	Politics, Irony	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Presto%3F/110402
Brazil	Vitória, Espírito Santo	Split-up	1990	Power Metal	N/A	Unsigned/independent	1990-1997	https://www.metal-archives.com/bands/Pride/54563
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2004	Thrash Metal	Death, Faith, Religions, Vandalism, Thrash metal	MS Metal Records	2004-2013	https://www.metal-archives.com/bands/Priest_of_Death/62699
Brazil	São Paulo, São Paulo	Unknown	1999	Heavy Metal	Death and Evil	Cicilini	1999-?	https://www.metal-archives.com/bands/Primacy/15950
Brazil	São José dos Campos, São Paulo	Changed name	1993	Death Metal	N/A	Unsigned/independent	1989-1992 (as Khranial), 1992-1993 (as Ancestor), 1993-1999, 2014-2016 (as Khranial), 2017-present (as Khranial)	https://www.metal-archives.com/bands/Primal_Rage/30389
Brazil	Curitiba, Paraná	Split-up	1992	Heavy Metal	N/A	Unsigned/independent	1992-?	https://www.metal-archives.com/bands/Primal.../61374
Brazil	São Paulo, São Paulo	Active	2009	Heavy Metal	N/A	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Primator/3540399923
Brazil	Curitiba, Paraná	Active	2022	Progressive Industrial Metal/Rock	Existentialism, Social issues	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Primatron/3540510511
Brazil	São Bernardo do Campo, São Paulo	Split-up	1993	Speed/Thrash Metal (early); Stoner Metal/Rock, Hardcore (later)	N/A	Lemon Recordings	1992-1993 (as Stage Diver), 1993-?	https://www.metal-archives.com/bands/Prime_Mover/101735
Brazil	São Paulo, São Paulo	Active	2012	Heavy Metal	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Primezero/3540454887
Brazil	Belo Horizonte, Minas Gerais	Active	2014	Black/Thrash Metal	Rituals, The Primitive, Old Wisdom	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Primitive/3540391185
Brazil	Teresina, Piauí	Active	2009	Raw Black Metal	Christianity	Resistance Records	2009-present	https://www.metal-archives.com/bands/Primitive_Church/3540387776
Brazil	Euclides da Cunha, Bahia	Active	2024	Black/Death Metal	Occultism, Witchcraft, Necromancy	Unsigned/independent	2024-present	https://www.metal-archives.com/bands/Primitive_Enchantment/3540552072
Brazil	N/A	Active	2020	Raw Black Metal	Death, Nihilism	Kult of Bloody Rites	2020-present	https://www.metal-archives.com/bands/Primitivo/3540501340
Brazil	Sorocaba, São Paulo	Active	1994	Black Metal	Hermetism, Occultism, Paganism, Introspection, Ancestrality	Unsigned/independent	1994-present	https://www.metal-archives.com/bands/Primordial_Idol/51714
Brazil	São Paulo, São Paulo	Active	2008	Black Metal	Thelema, Goetia, Anti-Christianity, Anti-Cosmic Satanism	Panzer Records	2008-present	https://www.metal-archives.com/bands/Prim%C3%B3rdio_de_Caim/3540384780
Brazil	Natal, Rio Grande do Norte	Active	1999	Death Metal	Egyptian Mythology, Mysticism	Rising Records	1999-present	https://www.metal-archives.com/bands/Primordium/9082
Brazil	Fortaleza, Ceará	Active	2014	Death Metal	Blasphemy, Death	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Prion_D.C./3540441436
Brazil	Guarulhos, São Paulo	Unknown	2012	Heavy/Power Metal	N/A	Unsigned/independent	2012-?	https://www.metal-archives.com/bands/Prisoners_of_Fate/3540505362
Brazil	Pernambuco / Ceará	Unknown	2002	Thrash Metal	N/A	Unsigned/independent	?-2002 (as Processo Indefinido), 2002-?	https://www.metal-archives.com/bands/Processed/3540274115
Brazil	São Paulo, São Paulo	Active	2007	Grindcore	N/A	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Processo_do_%C3%93dio/3540440275
Brazil	Fortaleza, Ceará	Active	2003	Death Metal	Christianity	Unsigned/independent	2003-? (as Demonicídeo), ?-2009, 2016-present	https://www.metal-archives.com/bands/Proclamus/3540265415
Brazil	Santo André, São Paulo	Split-up	1988	Speed/Thrash Metal	N/A	Unsigned/independent	1988-?	https://www.metal-archives.com/bands/Procyon/3540285635
Brazil	Rio Negrinho, Santa Catarina	Active	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Profana/3540546532
Brazil	Nova Suíça (Belo Horizonte), Minas Gerais	Split-up	N/A	Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Profana/25343
Brazil	Rio de Janeiro	Active	N/A	Black Metal	N/A	Irmandade Hermética do Ódio	N/A	https://www.metal-archives.com/bands/Profana%C3%A7%C3%A3o_na_Floresta/3540491905
Brazil	São Paulo, São Paulo	Active	2024	Black/Speed Metal	Blasphemy, Rape, Anti-Christianity	Unsigned/independent	2024-present	https://www.metal-archives.com/bands/Profanad%E2%80%8B%C3%B6%E2%80%8Br/3540555686
Brazil	Itabaiana (early/later)/Aracaju (mid), Sergipe	Active	2021	Black Metal	Blasphemy, Left hand path, Lust, Satanism	Blasphemous Creations of Hell Records	2021-present	https://www.metal-archives.com/bands/Profanatic_Lust/3540506014
Brazil	São Caetano do Sul, São Paulo	Split-up	2000	Black Metal	Blasphemy, Profanation, Satanism	Anti Christ	2000-2001	https://www.metal-archives.com/bands/Profanation/24844
Brazil	Natal, Rio Grande do Norte	Active	2009	Death/Black Metal	Anti-religion	Death Voice Records	2009-present	https://www.metal-archives.com/bands/Profane_Anger/3540402658
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2006	Blackened Death Metal	Ocultism, Luciferianism, Left Hand Path	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Profane_Art/3540397214
Brazil	Cordeirópolis, São Paulo	Active	1991	Black Metal	Occultism, Satanism, Darkness	Sylphorium Records	1991-1996, 2014-present	https://www.metal-archives.com/bands/Profane_Creation/14123
Brazil	João Pessoa, Paraíba	Active	2025	Black/Death Metal	War, Satanism, Weaponary	Baphorecords	2025-present	https://www.metal-archives.com/bands/Profane_Protokol/3540560273
Brazil	Corumbá, Mato Grosso do Sul (early); Curitiba, Paraná (later)	Active	1996	Black Metal	Satanism, Darkness, Blasphemy	Unsigned/independent	1996-present	https://www.metal-archives.com/bands/Profane_Souls/23351
Brazil	Salvador, Bahia	Active	2014	Black Metal	War, Evil, Blasphemy, Anti-Christianity, Anti-Judaism	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Profane_War/3540385065
Brazil	Rio de Janeiro, Rio de Janeiro	Unknown	2004	Progressive Gothic/Folk Metal	Celtic mythology	Unsigned/independent	? (as Dkaind), 2004-?	https://www.metal-archives.com/bands/Profanes/43564
Brazil	São Paulo, São Paulo	Active	N/A	Folk/Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Profan%C3%ABs_Misanthrop%C3%ADa/3540522114
Brazil	Guaíba, Rio Grande do Sul	Active	2002	Atmospheric Black Metal	Satanism	Infernvm Records	2002-2007, 2022-present	https://www.metal-archives.com/bands/Profanum/3540526228
Brazil	Vila Velha, Espírito Santo	Active	N/A	Raw Black Metal	Satanism, Destruction, Hate	Blasfêmas Distro	N/A	https://www.metal-archives.com/bands/Profanus_Infernalis/3540274066
Brazil	Teófilo Otoni, Minas Gerais	Split-up	2004	Black Metal	Satanism, Philosophy	Eternal Fog Records	2004-2005	https://www.metal-archives.com/bands/Profanus_Philosophy/102059
Brazil	Juiz de Fora, Minas Gerais	Split-up	1985	Heavy Metal	N/A	Unsigned/independent	1985-1987	https://www.metal-archives.com/bands/Profecia/3540477916
Brazil	Poços de Caldas, Minas Gerais	Active	2014	Death Metal	N/A	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Profecia_do_Caos/3540424801
Brazil	Macapá, Amapá	Split-up	2008	Technical Thrash Metal	Society, Life, Christianity	Unsigned/independent	2008-?	https://www.metal-archives.com/bands/Profetika/3540322615
Brazil	Manaus, Amazonas	Active	2000	Black Metal	Profanation, Anti-Christianity, Luciferianism	Unsigned/independent	2000-present	https://www.metal-archives.com/bands/Proffanos/80269
Brazil	Catanduva, São Paulo	Active	2023	Crossover	N/A	Unsigned/independent	2023-present	https://www.metal-archives.com/bands/Profrana%C3%A7%C3%A3o_de_Almas/3540529877
Brazil	São Paulo, São Paulo / Parnaíba, Piauí	Active	2017	Death Metal	Philosophy, Obscurity, Underground scene	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Profundezas/3540437134
Brazil	Olinda, Pernambuco	Active	2006	Thrash/Death/Groove Metal	Conflics of the inner self	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Project_666/116297
Brazil	São Paulo, São Paulo	Active	2018	Progressive Death Metal	N/A	Unsigned/independent	2018-present	https://www.metal-archives.com/bands/Project_Explore/3540441942
Brazil	N/A	Split-up	2014	Black Metal	Nazi occultism, Hermeticism	Unsigned/independent	2014-2022	https://www.metal-archives.com/bands/Project_Wewelsburg/3540409587
Brazil	São Paulo, São Paulo	Active	2008	Metalcore	Confidence, Positivity, Independence, Society, Politics	Wikimetal Music	2005-2008 (as Kroach), 2008-2019, 2021-present	https://www.metal-archives.com/bands/Project46/3540330343
Brazil	Rio do Sul, Santa Catarina	Active	2020	Thrash Metal/Crossover	Violence, Death, Social issues	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Projeto_Pancada/3540494153
Brazil	São Paulo, São Paulo	Active	2006	Stoner/Sludge/Doom Metal	Laziness, Abstract, Oddities	Crocodilo Discos	2006-present	https://www.metal-archives.com/bands/Projeto_Trator/3540422231
Brazil	Sumaré, São Paulo	Split-up	1998	Melodic Black Metal	Christianity, Battles, Destroying Evil	Unsigned/independent	1998-?	https://www.metal-archives.com/bands/Promessa_Divina/34303
