Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	Belo Horizonte, Minas Gerais	Active	2004	Raw Black Metal	Satanism	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Cult_a_Satan/123098
Brazil	São Paulo, São Paulo	Active	N/A	Black Metal	Instrumental	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cult_of_Enthropy/3540475586
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2015	Black/Speed Metal	Satanism, Anti-Christianity, Gore	Bestial Invasion Records	2015-present	https://www.metal-archives.com/bands/Cult_of_Horror/3540410136
Brazil	Jundiaí, São Paulo	Active	2022	Death Metal/Grindcore	N/A	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Cult_of_Putrefaction/3540535115
Brazil	Viamão, Rio Grande do Sul	Active	N/A	Stoner/Doom Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Culto_ao_Bode/3540510647
Brazil	Aracruz, Espírito Santo	Unknown	N/A	Raw Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Culto_Maligno/3540480910
Brazil	Jaú, São Paulo	Split-up	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Culto_Met%C3%A1lico/3540490795
Brazil	N/A	Split-up	N/A	Black Metal	Satanism	Mecctesco Rex	N/A	https://www.metal-archives.com/bands/Culto_Profano/3540335668
Brazil	Contagem, Minas Gerais	Split-up	N/A	Death/Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Culttruth/3540551961
Brazil	Cachoeirinha, Rio Grande do Sul	Active	2009	Black Metal	Anti-Christianity, Satanism, Hate, Death	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Cultus_Funeris/3540346117
Brazil	São Paulo, São Paulo	Active	1986	Thrash/Death Metal	N/A	Unsigned/independent	1986-?, 2016-present	https://www.metal-archives.com/bands/Curse/3540293718
Brazil	Paranaguá, Paraná	Split-up	2007	Thrash Metal	N/A	Unsigned/independent	2007-?	https://www.metal-archives.com/bands/Curse/3540333494
Brazil	N/A	Split-up	1992	Death Metal	N/A	Unsigned/independent	1992-?	https://www.metal-archives.com/bands/Curse/34033
Brazil	Mossoró, Rio Grande do Norte	Unknown	2015	Heavy Metal/Rock	N/A	Unsigned/independent	2015-?	https://www.metal-archives.com/bands/Curse%27s_Insight/3540429576
Brazil	Jardim das Camélias, Sao Paulo	Unknown	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cursed/3540502438
Brazil	Tremembé, São Paulo	Changed name	1994	Death Metal	Massacre, Blasphemy	Unsigned/independent	1994-1998, 1998-2012 (as Ophiolatry), 2020-present (as Ophiolatry)	https://www.metal-archives.com/bands/Cursed_Celebration/12880
Brazil	Raul Soares, Minas Gerais	Split-up	1992	Black/Doom Metal	N/A	Unsigned/independent	1992-1994, 1998-?	https://www.metal-archives.com/bands/Cursed_Chaplet/13048
Brazil	Franca, São Paulo	Active	1995	Black Metal	Satanism, Anti-Christianity, Blasphemy, Death	Acta Non Verba Rex	1993-1995 (as Blasphemous Attack), 1995-present	https://www.metal-archives.com/bands/Cursed_Christ/51542
Brazil	Fortaleza, Ceará	Split-up	N/A	Black/Death Metal/Grindcore	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cursed_Christ/3540477304
Brazil	Viamão, Rio Grande do Sul	Active	2020	Black/Death Metal	Occultism, Blasphemy, Mysticism, Superstitions	Iron Bonehead Productions	2020-present	https://www.metal-archives.com/bands/Cursed_Excruciation/3540489019
Brazil	Belo Horizonte, Minas Gerais	Split-up	2005	Black Metal	Satanism / Satanic Summonings	Unsigned/independent	2005-?	https://www.metal-archives.com/bands/Cursed_Lands/57857
Brazil	N/A	Split-up	1996	Black Metal	Satanism, Blasphemy	Unsigned/independent	1996-?	https://www.metal-archives.com/bands/Cursed_Rite/5204
Brazil	São Paulo, São Paulo	Split-up	2009	Thrash Metal/Crossover	N/A	Unsigned/independent	2009-2017	https://www.metal-archives.com/bands/Cursed_Slaughter/3540321267
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2015	Death Metal	N/A	Grave of the 80s Recs	2015-present	https://www.metal-archives.com/bands/Cursedflesh/3540420279
Brazil	Florianópolis, Santa Catarina	Active	N/A	Sludge/Stoner/Doom Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Curupira/3540524052
Brazil	Fortaleza, Ceará	Active	2014	Thrash Metal/Crossover	Heavy Metal	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Cuspe_Nos_Olhos/3540505408
Brazil	Sertânia, Pernambuco (early); São Sebastião, Brasília, Distrito Federal (later)	Active	2015	Death Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Cuspir_na_Sua_Cova/3540443453
Brazil	Ceará	Active	2010	Black Metal	Satanism, Anti-Christianity	Lux Ferre Prod & Distro	2010-present	https://www.metal-archives.com/bands/Cuthulu_ad_Tenebrarum/3540346633
Brazil	Canoas, Rio Grande do Sul	Active	1991	Crossover/Thrash Metal	Life, Problems	Unsigned/independent	1991-present	https://www.metal-archives.com/bands/CxFxCx/3540377012
Brazil	Goiânia, Goiás	Active	2009	Extreme Industrial/Gothic Metal	N/A	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Cyber_Croatoan/3540512352
Brazil	Cuiabá, Mato Grosso	Active	N/A	Death Metal/Goregrind	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Cystus/3540493237
Brazil	Belo Horizonte, Minas Gerais	Active	2013	Melodic Death Metal	Occultism, Dark side of the mind	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/D.A.M/3540370939
Brazil	Bastos, São Paulo	Split-up	2009	Thrash Metal/Crossover	Libertarianism, Anti-religion, Veganism	Subverta Distro	2009-2015	https://www.metal-archives.com/bands/D.C.H./3540357776
Brazil	São Paulo, São Paulo	Active	1997	Grindcore	Sociopolitical, Rage, Disorder	Cospe Fogo Gravações	1997-present	https://www.metal-archives.com/bands/D.E.R./3540359240
Brazil	Belo Horizonte, Minas Gerais	Split-up	1985	Thrash/Death Metal	Satanism, Death	Unsigned/independent	1984-1985 (as Leviathan), 1985 (as Death), 1986-?	https://www.metal-archives.com/bands/D.E.T.H./3540259822
Brazil	Brasilia, Distrito Federal	Active	1993	Crossover/Thrash Metal/Hardcore	Politics, Protest	Unsigned/independent	1993-present	https://www.metal-archives.com/bands/D.F.C./3540366897
Brazil	São José dos Campos, São Paulo	Active	1988	Thrash/Death Metal	N/A	Unsigned/independent	1988-1999, 2018-present	https://www.metal-archives.com/bands/D.H./41646
Brazil	Botucatu, São Paulo	Active	2010	Crossover	Religion, Violence, Politics	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/D.I.E./3540358516
Brazil	Santo André, São Paulo	Unknown	2008	Thrash Metal/Crossover	Literature, Politics, Humour, Nonsense	Unsigned/independent	2008-?	https://www.metal-archives.com/bands/D.K.R./3540293759
Brazil	Não-Me-Toque, Rio Grande do Sul	Active	2015	Grindcore	Anti-fascism, Anti-elitism, Politics, Social decay	Roadie Metal & Music	2015-present	https://www.metal-archives.com/bands/D.L.M./3540455371
Brazil	Jundiaí, São Paulo	Split-up	2000	Thrash Metal/Hardcore	Social issues, Politics, Agony	Unsigned/independent	2000-2017, 2019	https://www.metal-archives.com/bands/D.N.R./116867
Brazil	Vila Velha, Espírito Santo	Active	2006	Thrash Metal	Satan, War, Blasphemy, Death, Alcohol	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/D.O.R/116205
Brazil	Itajubá, Minas Gerais	Active	2010	Depressive/Post-Black Metal	Darkness	Nocturnal Legion	2010-present	https://www.metal-archives.com/bands/Daath/3540328722
Brazil	Votorantim, São Paulo	Split-up	1995	Black Metal	Occultism, Magic, Southern rituals, Demonomancy	Klozed Circle Produktionz	1995-?	https://www.metal-archives.com/bands/Daemon_Est_Deus_Inversus/22678
Brazil	Rio de Janeiro	Active	N/A	Progressive Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Daemons_Vault/3540499671
Brazil	São Paulo, São Paulo	Split-up	N/A	Black/Death Metal	Blasphemous acts	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dagonia/3540301692
Brazil	N/A	Active	2019	Power Metal	N/A	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Dagor_Sorhdeam/3540459870
Brazil	Natal, Rio Grande do Norte	Active	2013	Death Metal	Psychological disorders, Anti-Christianity, Hate	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Daimonos/3540381306
Brazil	Timbaúba, Pernambuco	Split-up	2000	Black/Heavy Metal	Satanism	Suicide Apology Records	2000-?, 2016-?	https://www.metal-archives.com/bands/Daimoth/89435
Brazil	São José dos Campos, São Paulo	Active	1987	Heavy Metal	N/A	Unsigned/independent	1987-present, 2016-present	https://www.metal-archives.com/bands/Daizy_Down/3540322007
Brazil	São Paulo	Active	2018	Groove Metal/Djent	N/A	Unsigned/independent	2018-present	https://www.metal-archives.com/bands/Dakhmas/3540560555
Brazil	N/A	Active	N/A	Heavy Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dama_Black/3540469042
Brazil	Araraquara, São Paulo	Split-up	N/A	Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Damage/3540262755
Brazil	Santa Maria, Rio Grande do Sul	Unknown	1993	Heavy/Power Metal	N/A	Unsigned/independent	1993-?	https://www.metal-archives.com/bands/Damage/3501
Brazil	Colatina, Espírito Santo	Active	2016	Thrash Metal	N/A	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/Damage_Control/3540452034
Brazil	Araraquara, São Paulo	Active	2015	Thrash Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Damage_Corporation/3540470951
Brazil	Natal, Rio Grande do Norte	Active	2012	Heavy/Stoner/Groove Metal	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Damage_Division/3540430881
Brazil	Breves, Marajó	Active	2019	Heavy Metal	N/A	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Damaged_Soul/3540535917
Brazil	Guarulhos, São Paulo	Active	2011	Thrash Metal	N/A	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/DamageWar/3540386325
Brazil	São João del-Rei, Minas Gerais	Active	1999	Death/Thrash Metal	Murder, Hate, Personal Gain	Unsigned/independent	1999-present	https://www.metal-archives.com/bands/Damien/7186
Brazil	Campina Grande, Paraíba	Unknown	2012	Heavy/Thrash Metal	N/A	Unsigned/independent	2012-?	https://www.metal-archives.com/bands/Dammage/3540414485
Brazil	Caucaia, Ceará	Active	2013	Thrash Metal/Crossover	Skating, Violence, Anti-fascism, Anti-nazism	Unsigned/independent	2013-present	https://www.metal-archives.com/bands/Damn_Youth/3540422405
Brazil	São Paulo	Active	2012	Thrash/Speed Metal	Death, Anti-religion, Society, Horror	Kill Again Records	2012-present	https://www.metal-archives.com/bands/Damnation_City/3540500931
Brazil	Vinhedo, São Paulo	Split-up	1987	Thrash Metal	Destruction, War, Evil, Death	Unsigned/independent	1987-?	https://www.metal-archives.com/bands/Damned/3540319402
Brazil	Campos do Jordão, Sao Paulo	Active	2022	Black Metal	N/A	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Dampnare/3540516970
Brazil	Rio Grande do Sul	Unknown	N/A	Heavy/Progressive Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dangel/30298
Brazil	São Paulo, São Paulo	Active	N/A	Heavy/Power/Progressive Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Daniel_Fonseca/3540518770
Brazil	Belo Horizonte, Minas Gerais	Active	2016	Heavy/Post-Metal	Instrumental	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/DannaH_Project/3540553535
Brazil	Belford Roxo, Rio de Janeiro	Unknown	N/A	Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dante_Everett/3540478785
Brazil	São Paulo, São Paulo	Active	2014	Death/Thrash Metal	Human issues, Hell, Chaos, Depression, Society	Die Hard Records	2014-present	https://www.metal-archives.com/bands/Darchitect/3540399605
Brazil	Serra, Espírito Santo	Active	2008	Heavy Metal	Metal, Mythology, Evil, Hate	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Dare/3540357429
Brazil	Campo Grande, Mato Grosso do Sul	Active	2019	Crossover/Thrash Metal	Politics, Society	Unsigned/independent	2019-present	https://www.metal-archives.com/bands/Darhew/3540508297
Brazil	São Paulo, São Paulo	Split-up	2019	Depressive Black/Gothic Metal	Death, Nostalgia, Life, Personal struggles	Unsigned/independent	2007-2017 (as Raining Forest), 2019-2024	https://www.metal-archives.com/bands/Dark_Abyss_of_Life/3540515561
Brazil	Goiânia, Goiás	Active	2002	Death/Thrash Metal	Death, Personal feelings, Supernatural	TBonTB Records	2002-present	https://www.metal-archives.com/bands/Dark_Ages/51229
Brazil	Marília/Tupã, São Paulo	Active	2005	Heavy Metal	Fantasy, Evil, Darkness, Power	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Dark_Alliance/121355
Brazil	Aracaju, Sergipe	Split-up	2016	Black/Death Metal	Perversion, Erotism, Rituals	Unsigned/independent	2016-2018, 2020	https://www.metal-archives.com/bands/Dark_Altar/3540480125
Brazil	Porto Alegre, Rio Grande do Sul	Active	2003	Power/Thrash Metal	Reality, Philosophy	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Dark_Asylum/18551
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2003	Death/Black Metal	Apocalypse, Terror, Death, Gore	Unsigned/independent	2003-2009	https://www.metal-archives.com/bands/Dark_Autopsy/94721
Brazil	Brasília, Distrito Federal	Split-up	1993	Power Metal	Arthurian Legends	Shinigami Records	1993-2005, 2009-2018	https://www.metal-archives.com/bands/Dark_Avenger/36
Brazil	Santa Maria, Rio Grande do Sul	Split-up	1989	Death Metal	Anti-Christianity	Unsigned/independent	1989-1990	https://www.metal-archives.com/bands/Dark_Butcher/3540334718
Brazil	Caxias do Sul, Rio Grande do Sul	Active	1996	Black Metal	Anti-Christianity	Paragon Records	1996-present	https://www.metal-archives.com/bands/Dark_Celebration/5495
Brazil	Volta Redonda, Rio de Janeiro	Split-up	1998	Black Metal	Anti-Christianity	Unsigned/independent	1998-?	https://www.metal-archives.com/bands/Dark_Crystals%27_Land/56405
Brazil	Teófilo Otoni, Minas Gerais (early); São Paulo (later)	Split-up	2004	Raw Black Metal	Darkness, Philosophy, Death	Unsigned/independent	2004-2024	https://www.metal-archives.com/bands/Dark_Desires/3540391187
Brazil	Tres Pontas, Minas Gerais	Unknown	2006	Thrash Metal	N/A	Unsigned/independent	2006-?	https://www.metal-archives.com/bands/Dark_Devastation/117086
Brazil	São Paulo, São Paulo	Active	2015	Melodic Death/Black Metal	Death, Occultism, Nature	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Dark_Devotion/3540405861
Brazil	São Paulo, São Paulo	Active	2015	Heavy Metal	Life	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Dark_Division/3540449231
Brazil	Santos, São Paulo	Split-up	1998	Gothic/Doom/Death Metal	Darkness, Romance, Sadness	Megahard Records	1998-?	https://www.metal-archives.com/bands/Dark_Eden/43818
Brazil	Paranaguá, Paraná	Split-up	2012	Black Metal	Anti-Christianity, Misanthropy, Evil, Darkness	Unsigned/independent	2012-2014	https://www.metal-archives.com/bands/Dark_Emperor/3540373618
Brazil	Manaus, Amazonas	Split-up	1994	Black Metal	Occultism	Unsigned/independent	1994-2000	https://www.metal-archives.com/bands/Dark_Empire/3540281527
Brazil	Taguatinga, Distrito Federal	Unknown	2000	Death/Thrash Metal	Blood	Unsigned/independent	2000-?	https://www.metal-archives.com/bands/Dark_Empire/33468
Brazil	Lages, Santa Catarina	Split-up	1997	Pagan Black Metal	Legends, Paganism, War	Unsigned/independent	1997-1999	https://www.metal-archives.com/bands/Dark_Endless/20243
Brazil	Recife, Pernambuco	Unknown	1990	Thrash Metal	Insanity, War, Booze	Unsigned/independent	1990-1993, 2008-?	https://www.metal-archives.com/bands/Dark_Fate/86914
Brazil	Londrina, Paraná	Split-up	2000	Black Metal	Paganism/Satanism	Goat Music Records	2000-?	https://www.metal-archives.com/bands/Dark_Flames/5485
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2001	Black Metal	Satanism, Anti-Christianity, Misanthropy, Suicide	Curse of KvN Sadistic	2001-2003	https://www.metal-archives.com/bands/Dark_Forest/13144
Brazil	Petrópolis, Rio de Janeiro	Unknown	2000	Death Metal	N/A	Unsigned/independent	2000-?	https://www.metal-archives.com/bands/Dark_Horizon/103251
Brazil	Ponta Grossa, Paraná	Split-up	1999	Melodic Black Metal	Melancholy, Emotions	Unsigned/independent	1999-2006	https://www.metal-archives.com/bands/Dark_Imperium/33182
Brazil	São Paulo, São Paulo	Active	2000	Pagan Black Metal	Paganism, Anti-religion, Blasphemy	Unsigned/independent	2000-2011, 2014-present	https://www.metal-archives.com/bands/Dark_Inquisition/20888
Brazil	Valinhos, São Paulo	Active	2009	Ambient/Black Metal	Suicide, Sorrow, Darkness, Pain, Dead nature	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Dark_Isolation/3540423209
Brazil	Passos, Minas Gerais	Unknown	2000	Progressive/Power Metal	Fantasy	Unsigned/independent	2000-?	https://www.metal-archives.com/bands/Dark_Legend/115516
Brazil	Cachoeirinha, Rio Grande do Sul	Split-up	1998	Black Metal	Satanism	Face da Bruxa	1998-2002, 2002-? (as The True Dark Lord), ?-2022	https://www.metal-archives.com/bands/Dark_Lord/29298
Brazil	São Paulo, São Paulo	Active	2007	Black Metal	Anti-Christianity, Anti-Judaism, Extinction, Anti-humanism, War	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Dark_Malediction/3540345084
Brazil	Belo Horizonte, Minas Gerais	Active	2020	Black Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Dark_Misanthropy/3540487325
Brazil	São Paulo, São Paulo	Split-up	1994	Heavy Metal	N/A	Unsigned/independent	1994-2000	https://www.metal-archives.com/bands/Dark_Mist/3540272074
Brazil	Santa Maria da Vitória, Bahia	Active	2008	Heavy Metal	Horror, Literature, Fantasy, Christianity	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Dark_Night/3540327741
Brazil	Contagem, Belo Horizonte, Minas Gerais	Split-up	2003	Black Metal	Anti-Christianity, Darkness, Death, War, Occultism	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Dark_Opus/121506
Brazil	Mirassol (early)/São José do Rio Preto (later), São Paulo	Active	1993	Black Metal	Occultism, Darkness, Evil, Mythology	Paramount Music from Hell	1993-2008, 2016-present	https://www.metal-archives.com/bands/Dark_Paramount/5482
Brazil	Belo Horizonte, Minas Gerais	Active	2003	Heavy Metal	N/A	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Dark_Phoenix/95172
Brazil	Belém, Pará	Split-up	2014	Black Metal	Satanism, Profanation, Anti-Christianity	Tormentum Infernalis Distro	2014-2020	https://www.metal-archives.com/bands/Dark_Profanation/3540397003
Brazil	Teresina, Piauí	Split-up	2001	Symphonic Metal	Darkness, Hate, Human cruelty	Evil Rise Enterprise	2001-2010	https://www.metal-archives.com/bands/Dark_Season/10976
Brazil	Macaé, Rio de Janeiro	Changed name	1999	Thrash/Heavy Metal	Social and political issues, Death, Evil	Dark Sun Records	1999-2009, 2009-present (as Vingador)	https://www.metal-archives.com/bands/Dark_Side/36698
Brazil	Barra Mansa/Volta Redonda, Rio de Janeiro	Active	2011	Black/Death Metal	N/A	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Dark_Slumber/3540365609
Brazil	Belo Horizonte, Minas Gerais	Split-up	2006	Black/Death Metal	Anti-Christianity, Carnage, Mutilation, Obscurity	Unsigned/independent	2006-2009	https://www.metal-archives.com/bands/Dark_Suffering/3540289977
Brazil	Belo Horizonte, Minas Gerais	Split-up	2002	Black Metal	Anti-Christianity, Darkness, Evil	Unsigned/independent	2002-?	https://www.metal-archives.com/bands/Dark_Suffering/20412
Brazil	João Pessoa, Paraíba	Active	2003	Black Metal	Death, Darkness, Satanism, Anti-Christianity, Blasphemy	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Dark_Supremacy/3540403615
Brazil	Santa Maria, Rio Grande do Sul	Active	2006	Black Metal	Occultism	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Dark_Torment/3540276785
Brazil	Santa Maria da Vitória, Bahia	Split-up	2007	Black Metal	Anti-Christianity, Satanism	Unsigned/independent	2007-2009	https://www.metal-archives.com/bands/Dark_Torment_666/3540366565
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2006	Black/Death Metal	Cultures, Individualism, Evolution, Conceptual	Eternal Hatred Records	2006-present	https://www.metal-archives.com/bands/Dark_Tower/126443
Brazil	São Paulo, São Paulo	Active	2001	Black Metal	Paganism	Vampiria Records	2001-present	https://www.metal-archives.com/bands/Dark_Trinity/51713
Brazil	Belo Horizonte, Minas Gerais	Active	2022	Symphonic Black Metal	Agony, Darkness, Death	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Dark_Triumph/3540500548
Brazil	Porto Alegre, Rio Grande do Sul	Active	2015	Heavy Metal	N/A	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Dark_Valley/3540470373
Brazil	Tobias Barreto, Sergipe	Split-up	N/A	Thrash/Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dark_Visions/3540534511
Brazil	Itabuna, Bahia	Split-up	2005	Black Metal	Anti-Christianity, Hate, Death	Unsigned/independent	2005-?	https://www.metal-archives.com/bands/Dark_War/78068
Brazil	Lages, Santa Catarina	Split-up	2004	Heavy Metal	Warfare, Death	Unsigned/independent	2004-2009	https://www.metal-archives.com/bands/Dark_Whisper/103780
Brazil	Piedade, São Paulo	Active	2008	Black Metal	Paganism, Anti-Christianity	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Dark_Winter_Storm/3540543429
Brazil	Santos, São Paulo	Active	1999	Power Metal	Mythology, History, Magic, Human behaviour	Arthorium Records	1999-present	https://www.metal-archives.com/bands/Dark_Witch/10547
Brazil	Lima Duarte, Minas Gerais	Active	N/A	Atmospheric Black Metal	Christianity, Fantasy	Metal Survivor	N/A	https://www.metal-archives.com/bands/Dark_Woods/3540289284
Brazil	Belo Horizonte, Minas Gerais	Unknown	N/A	Death Metal	Christianity	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Dark%27s_Eve/3540259015
Brazil	Campestre, Minas Gerais	Split-up	2004	Death/Thrash Metal	Death, War, Soul	Unsigned/independent	2004-?	https://www.metal-archives.com/bands/Dark%27s_War/117489
Brazil	Ribeirão Preto, São Paulo	Unknown	2003	Power Metal	Epic themes	Unsigned/independent	2003-?	https://www.metal-archives.com/bands/Darkager/76264
Brazil	Fortaleza, Ceará	Changed name	2009	Black Metal	Christianity, War	Rhythm Rock Store	2006-2009 (as Santuário), 2009-?, 2020-present (as Domain Caelesti)	https://www.metal-archives.com/bands/Darkaliel/3540322042
Brazil	Porto Alegre, Rio Grande do Sul	Active	2014	Depressive Black Metal	Suicidal thoughts, Corruption	Unsigned/independent	2014 (as Yuuyami Suicide), 2014-present	https://www.metal-archives.com/bands/Darkat_Yuuyamihn/3540397180
Brazil	Foz do Iguaçu, Paraná	Split-up	2000	Heavy/Thrash Metal	N/A	Unsigned/independent	2000-?	https://www.metal-archives.com/bands/Darken/103255
Brazil	Recife, Pernambuco	Split-up	2002	Death Metal	History, Philosophy, Mythology	Unsigned/independent	2002-2006	https://www.metal-archives.com/bands/Darken_Solis/57935
Brazil	N/A	Split-up	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Darkenwintermoon/3540502743
Brazil	São Paulo, São Paulo	Split-up	2010	Thrash/Death Metal	N/A	Unsigned/independent	2010-2014	https://www.metal-archives.com/bands/Darkest/3540423735
Brazil	São Paulo, São Paulo (early); Brazil / Germany / Ireland (later)	Active	2010	Doom/Death Metal	Death, Existence, Depression, Darkness, Obscure	Unsigned/independent	2010-2016, 2019, 2023-present	https://www.metal-archives.com/bands/Darkest_%C3%86mber/3540421076
Brazil	Manaus, Amazonas	Split-up	1991	Thrash/Heavy Metal	N/A	Unsigned/independent	1991-?	https://www.metal-archives.com/bands/Darkest_Fears/3540372018
Brazil	Rio de Janeiro, Rio de Janeiro	Changed name	1999	Black Metal	Satanism	South Satanic Terrorists	1999-2003, 2003-2008 (as Darkest Hate Warfront)	https://www.metal-archives.com/bands/Darkest_Hate/10422
Brazil	Rio de Janeiro, Rio de Janeiro	On hold	2003	Black Metal (early); Black/Thrash Metal (later)	Satanism, War	Ketzer Records	1999-2003 (as Darkest Hate), 2003-2008	https://www.metal-archives.com/bands/Darkest_Hate_Warfront/87489
Brazil	Caxias do Sul, Rio Grande do Sul	Active	2004	Heavy Metal/Hard Rock	N/A	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Darkest_Seed/110245
Brazil	Ananindeua, Pará	Active	2017	Black/Thrash Metal	Satan, Hell	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Darkhammer/3540515756
Brazil	Patos de Minas, Minas Gerais	Split-up	2011	Heavy/Thrash Metal	N/A	Unsigned/independent	2011-?	https://www.metal-archives.com/bands/Darkhron/3540353973
Brazil	São Paulo, São Paulo	Split-up	1996	Heavy/Progressive Metal	Problems in the world, Reflection, Humanity	Unsigned/independent	1996-?	https://www.metal-archives.com/bands/Darkland/9679
Brazil	Aracaju, Sergipe	Unknown	2002	Power Metal	N/A	Unsigned/independent	2002-?	https://www.metal-archives.com/bands/Darklands/121367
Brazil	Carlos Barbosa, Rio Grande do Sul	Unknown	1992	Thrash Metal	N/A	Unsigned/independent	1992-?	https://www.metal-archives.com/bands/Darkness/3540477490
Brazil	São José, Santa Catarina	Changed name	1993	Death Metal	N/A	Unsigned/independent	1993-1994, 1998-present (as Khrophus)	https://www.metal-archives.com/bands/Darkness/3540470111
Brazil	Marataizes. Espirito Santo	Active	2001	Black Metal	Satanism	Irmandade Hermética do Ódio	2001-present	https://www.metal-archives.com/bands/Darkness_Creature/3540438824
Brazil	Recife, Pernambuco	Split-up	1995	Black Metal	Occultism, Satanism	Unsigned/independent	1995-1997	https://www.metal-archives.com/bands/Darkness_Emperor/3540433919
Brazil	São Paulo, São Paulo	Unknown	1996	Power Metal	Arson, Fire, Domination, Death, War	Unsigned/independent	1996-?	https://www.metal-archives.com/bands/Darkness_in_Flames/104917
Brazil	Belo Horizonte, Minas Gerais	Unknown	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Darkness_Profanation/3540561685
Brazil	Brasília, Distrito Federal	Active	2016	Melodic Death Metal	N/A	Unsigned/independent	2016-present	https://www.metal-archives.com/bands/DarkRazor/3540420015
Brazil	Caxias do Sul, Rio Grande do Sul	Unknown	N/A	Power Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Darkshadows/3540411094
Brazil	Fortaleza, Ceará	Active	1991	Thrash Metal	Life, Human issues, Time	Unsigned/independent	1991-1998, 1998-2000 (as Heritage), 2000-2014, 2014-2016 (as Darksyde), 2016-present	https://www.metal-archives.com/bands/Darkside/23649
Brazil	Indaiatuba, São Paulo	Active	2007	Heavy Metal	Politics, Criticism on religion, Human cruelty	MS Metal Records	2007-present	https://www.metal-archives.com/bands/Darksmile/3540290418
Brazil	Maceió, Alagoas	Split-up	2006	Gothic/Doom Metal	N/A	Unsigned/independent	2006-2015	https://www.metal-archives.com/bands/DarkTale/3540367283
